	tool	gfa_id	msa	obj_function	penalization	min_len	len_graph	n_nodes	n_edges	is_acyclic	weakly_connected_components	len_shared_nodes	perc_len_shared_nodes
239	pangeblocks	H-3136	mafft.op1.53-ep0	weighted	7	3	3422	235	315	acyclic	1	3224	94.21
240	pangeblocks	V-352962	mafft.op1.53-ep0	weighted	7	3	1098	54	74	acyclic	1	959	87.34
241	pangeblocks	DPB1-3115	mafft.op1.53-ep0	weighted	7	3	14091	877	1176	acyclic	1	13383	94.98
242	pangeblocks	DMA-3108	mafft.op1.53-ep0	weighted	7	3	4520	29	38	acyclic	1	4499	99.54
243	pangeblocks	MICB-4277	mafft.op1.53-ep0	nodes	0	0	17130	644	880	acyclic	1	5506	32.14
244	pangeblocks	H-3136	mafft.op1.53-ep0	nodes	0	0	3422	235	315	acyclic	1	3224	94.21
245	pangeblocks	E-3133	mafft.op1.53-ep0	nodes	0	0	4804	13	16	acyclic	1	4796	99.83
246	pangeblocks	DRB1-3123	mafft.op1.53-ep0	nodes	0	0	24582	4331	6010	acyclic	1	8189	33.31
247	pangeblocks	B-3106	mafft.op1.53-ep0	nodes	0	0	4184	474	646	acyclic	1	3162	75.57
248	pangeblocks	DOA-3111	mafft.op1.53-ep0	nodes	0	0	5469	116	154	acyclic	1	5393	98.61
249	pangeblocks	DRB4-3126	mafft.op1.53-ep0	nodes	0	0	15081	250	333	acyclic	1	4829	32.02
250	pangeblocks	C-3107	mafft.op1.53-ep0	nodes	0	0	3576	498	672	acyclic	1	3205	89.63
251	pangeblocks	A-3105	mafft.op1.53-ep0	nodes	0	0	61069	1884	2557	acyclic	1	2987	4.89
252	pangeblocks	DOB-3112	mafft.op1.53-ep0	nodes	0	0	4854	54	71	acyclic	1	3695	76.12
253	pangeblocks	MICA-100507436	mafft.op1.53-ep0	nodes	0	0	15801	453	611	acyclic	1	11611	73.48
254	pangeblocks	TAP1-6890	mafft.op1.53-ep0	nodes	0	0	8774	32	42	acyclic	1	8752	99.75
255	pangeblocks	DMA-3108	mafft.op1.53-ep0	nodes	0	0	4520	29	38	acyclic	1	4499	99.54
256	pangeblocks	V-352962	mafft.op1.53-ep0	nodes	0	0	1098	54	74	acyclic	1	959	87.34
257	pangeblocks	L-3139	mafft.op1.53-ep0	nodes	0	0	7474	243	325	acyclic	1	7229	96.72
258	pangeblocks	DRA-3122	mafft.op1.53-ep0	nodes	0	0	5269	178	239	acyclic	1	5112	97.02
259	pangeblocks	DPB1-3115	mafft.op1.53-ep0	nodes	0	0	14091	877	1176	acyclic	1	13383	94.98
260	pangeblocks	DQA1-3117	mafft.op1.53-ep0	nodes	0	0	19470	1833	2516	acyclic	1	4553	23.38
261	pangeblocks	DRB3-3125	mafft.op1.53-ep0	nodes	0	0	13393	638	865	acyclic	1	12816	95.69
262	pangeblocks	F-3134	mafft.op1.53-ep0	nodes	0	0	16138	85	115	acyclic	1	2186	13.55
263	pangeblocks	G-3135	mafft.op1.53-ep0	nodes	0	0	4211	165	220	acyclic	1	4090	97.13
264	pangeblocks	DPA1-3113	mafft.op1.53-ep0	nodes	0	0	16267	150	200	acyclic	1	16140	99.22
265	pangeblocks	K-3138	mafft.op1.53-ep0	nodes	0	0	3306	324	440	acyclic	1	3070	92.86
266	pangeblocks	DQB1-3119	mafft.op1.53-ep0	nodes	0	0	9085	2818	3891	acyclic	1	6118	67.34
267	pangeblocks	J-3137	mafft.op1.53-ep0	nodes	0	0	4020	106	142	acyclic	1	3936	97.91
268	pangeblocks	DMB-3109	mafft.op1.53-ep0	nodes	0	0	6567	70	93	acyclic	1	6412	97.64
269	pangeblocks	TAP2-6891	mafft.op1.53-ep0	nodes	0	0	17061	263	359	acyclic	1	16657	97.63
270	pangeblocks	TAP1-6890	mafft.op1.53-ep0	strings	0	0	8774	32	42	acyclic	1	8752	99.75
271	pangeblocks	J-3137	mafft.op1.53-ep0	strings	0	0	4020	106	142	acyclic	1	3936	97.91
272	pangeblocks	DOB-3112	mafft.op1.53-ep0	strings	0	0	4854	54	71	acyclic	1	3695	76.12
273	pangeblocks	K-3138	mafft.op1.53-ep0	strings	0	0	3299	324	440	acyclic	1	3070	93.06
274	pangeblocks	F-3134	mafft.op1.53-ep0	strings	0	0	16127	87	117	acyclic	1	2186	13.55
275	pangeblocks	DOA-3111	mafft.op1.53-ep0	strings	0	0	5469	116	154	acyclic	1	5393	98.61
276	pangeblocks	G-3135	mafft.op1.53-ep0	strings	0	0	4211	165	220	acyclic	1	4090	97.13
277	pangeblocks	MICB-4277	mafft.op1.53-ep0	strings	0	0	16707	653	891	acyclic	1	5506	32.96
278	pangeblocks	DMA-3108	mafft.op1.53-ep0	strings	0	0	4520	29	38	acyclic	1	4499	99.54
279	pangeblocks	L-3139	mafft.op1.53-ep0	strings	0	0	7473	242	324	acyclic	1	7229	96.73
280	pangeblocks	DRB1-3123	mafft.op1.53-ep0	strings	0	0	20965	5511	7545	acyclic	1	8189	39.06
281	pangeblocks	MICA-100507436	mafft.op1.53-ep0	strings	0	0	15799	453	611	acyclic	1	11611	73.49
282	pangeblocks	DRB4-3126	mafft.op1.53-ep0	strings	0	0	15081	250	333	acyclic	1	4829	32.02
283	pangeblocks	V-352962	mafft.op1.53-ep0	strings	0	0	1014	50	66	acyclic	1	959	94.58
284	pangeblocks	DRA-3122	mafft.op1.53-ep0	strings	0	0	5269	178	239	acyclic	1	5112	97.02
285	pangeblocks	DRB3-3125	mafft.op1.53-ep0	strings	0	0	13324	621	831	acyclic	1	12816	96.19
286	pangeblocks	DQA1-3117	mafft.op1.53-ep0	strings	0	0	19074	1948	2656	acyclic	1	4553	23.87
287	pangeblocks	DPA1-3113	mafft.op1.53-ep0	strings	0	0	16267	150	200	acyclic	1	16140	99.22
288	pangeblocks	DQB1-3119	mafft.op1.53-ep0	strings	0	0	8891	2881	3956	acyclic	1	6118	68.81
289	pangeblocks	TAP2-6891	mafft.op1.53-ep0	strings	0	0	17054	263	359	acyclic	1	16657	97.67
290	pangeblocks	E-3133	mafft.op1.53-ep0	strings	0	0	4804	13	16	acyclic	1	4796	99.83
291	pangeblocks	H-3136	mafft.op1.53-ep0	strings	0	0	3422	235	315	acyclic	1	3224	94.21
292	pangeblocks	DMB-3109	mafft.op1.53-ep0	strings	0	0	6567	70	93	acyclic	1	6412	97.64
293	pangeblocks	A-3105	mafft.op1.53-ep0	strings	0	0	60963	1913	2590	acyclic	1	2987	4.9
294	pangeblocks	DPB1-3115	mafft.op1.53-ep0	strings	0	0	14089	877	1176	acyclic	1	13383	94.99
295	pangeblocks	B-3106	mafft.op1.53-ep0	strings	0	0	4176	477	649	acyclic	1	3162	75.72
296	pangeblocks	C-3107	mafft.op1.53-ep0	strings	0	0	3564	503	677	acyclic	1	3205	89.93
297	pangeblocks	B-3106	mafft.op3-ep0	weighted	3	3	4186	474	646	acyclic	1	3162	75.54
298	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	3	3	15801	453	611	acyclic	1	11611	73.48
299	pangeblocks	C-3107	mafft.op3-ep0	weighted	3	3	3578	498	672	acyclic	1	3205	89.58
300	pangeblocks	A-3105	mafft.op3-ep0	weighted	3	3	61077	1892	2567	acyclic	1	2981	4.88
301	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	3	3	15081	250	333	acyclic	1	4829	32.02
302	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	3	3	5269	178	239	acyclic	1	5112	97.02
303	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	3	3	24743	4329	6003	acyclic	1	8141	32.9
304	pangeblocks	H-3136	mafft.op3-ep0	weighted	3	3	3422	235	315	acyclic	1	3224	94.21
305	pangeblocks	E-3133	mafft.op3-ep0	weighted	3	3	4804	13	16	acyclic	1	4796	99.83
306	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	3	3	17130	643	879	acyclic	1	5506	32.14
307	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	3	3	8774	32	42	acyclic	1	8752	99.75
308	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	3	3	6578	53	70	acyclic	1	6401	97.31
309	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	3	3	14090	877	1176	acyclic	1	13383	94.98
310	pangeblocks	L-3139	mafft.op3-ep0	weighted	3	3	7474	243	325	acyclic	1	7229	96.72
311	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	3	3	5469	116	154	acyclic	1	5393	98.61
312	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	3	3	4854	54	71	acyclic	1	3695	76.12
313	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	3	3	17061	263	359	acyclic	1	16657	97.63
314	pangeblocks	F-3134	mafft.op3-ep0	weighted	3	3	16138	85	115	acyclic	1	2186	13.55
315	pangeblocks	G-3135	mafft.op3-ep0	weighted	3	3	4211	165	220	acyclic	1	4090	97.13
316	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	3	3	9101	2824	3898	acyclic	1	6112	67.16
317	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	3	3	16267	150	200	acyclic	1	16140	99.22
318	pangeblocks	K-3138	mafft.op3-ep0	weighted	3	3	3305	326	442	acyclic	1	3069	92.86
319	pangeblocks	J-3137	mafft.op3-ep0	weighted	3	3	4020	106	142	acyclic	1	3936	97.91
320	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	3	3	4520	29	38	acyclic	1	4499	99.54
321	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	3	3	13393	638	865	acyclic	1	12816	95.69
322	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	3	3	19503	1858	2551	acyclic	1	4527	23.21
323	pangeblocks	V-352962	mafft.op3-ep0	weighted	3	3	1098	54	74	acyclic	1	959	87.34
324	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	7	5	17130	643	879	acyclic	1	5506	32.14
325	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	7	5	24737	4328	6002	acyclic	1	8141	32.91
326	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	7	5	15081	250	333	acyclic	1	4829	32.02
327	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	7	5	6578	53	70	acyclic	1	6401	97.31
328	pangeblocks	H-3136	mafft.op3-ep0	weighted	7	5	3422	235	315	acyclic	1	3224	94.21
329	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	7	5	8774	32	42	acyclic	1	8752	99.75
330	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	7	5	5269	178	239	acyclic	1	5112	97.02
331	pangeblocks	E-3133	mafft.op3-ep0	weighted	7	5	4804	13	16	acyclic	1	4796	99.83
332	pangeblocks	C-3107	mafft.op3-ep0	weighted	7	5	3578	498	672	acyclic	1	3205	89.58
333	pangeblocks	B-3106	mafft.op3-ep0	weighted	7	5	4186	474	646	acyclic	1	3162	75.54
334	pangeblocks	A-3105	mafft.op3-ep0	weighted	7	5	61076	1892	2567	acyclic	1	2981	4.88
335	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	7	5	4520	29	38	acyclic	1	4499	99.54
336	pangeblocks	G-3135	mafft.op3-ep0	weighted	7	5	4211	165	220	acyclic	1	4090	97.13
337	pangeblocks	V-352962	mafft.op3-ep0	weighted	7	5	1098	54	74	acyclic	1	959	87.34
338	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	7	5	14090	877	1176	acyclic	1	13383	94.98
339	pangeblocks	F-3134	mafft.op3-ep0	weighted	7	5	16138	85	115	acyclic	1	2186	13.55
340	pangeblocks	J-3137	mafft.op3-ep0	weighted	7	5	4020	106	142	acyclic	1	3936	97.91
341	pangeblocks	K-3138	mafft.op3-ep0	weighted	7	5	3303	326	442	acyclic	1	3069	92.92
342	pangeblocks	L-3139	mafft.op3-ep0	weighted	7	5	7474	243	325	acyclic	1	7229	96.72
343	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	7	5	15801	453	611	acyclic	1	11611	73.48
344	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	7	5	13393	638	865	acyclic	1	12816	95.69
345	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	7	5	19504	1858	2551	acyclic	1	4527	23.21
346	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	7	5	5469	116	154	acyclic	1	5393	98.61
347	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	7	5	16267	150	200	acyclic	1	16140	99.22
348	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	7	5	9112	2825	3900	acyclic	1	6112	67.08
349	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	7	5	4854	54	71	acyclic	1	3695	76.12
350	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	7	5	17062	263	359	acyclic	1	16657	97.63
351	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	3	10	6578	53	70	acyclic	1	6401	97.31
352	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	3	10	16267	150	200	acyclic	1	16140	99.22
353	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	3	10	13393	638	865	acyclic	1	12816	95.69
354	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	3	10	19502	1858	2551	acyclic	1	4527	23.21
355	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	3	10	17062	263	359	acyclic	1	16657	97.63
356	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	3	10	9101	2824	3898	acyclic	1	6112	67.16
357	pangeblocks	H-3136	mafft.op3-ep0	weighted	3	10	3422	235	315	acyclic	1	3224	94.21
358	pangeblocks	E-3133	mafft.op3-ep0	weighted	3	10	4804	13	16	acyclic	1	4796	99.83
359	pangeblocks	C-3107	mafft.op3-ep0	weighted	3	10	3578	498	672	acyclic	1	3205	89.58
360	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	3	10	5269	178	239	acyclic	1	5112	97.02
361	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	3	10	14116	877	1176	acyclic	1	13383	94.81
362	pangeblocks	B-3106	mafft.op3-ep0	weighted	3	10	4186	474	646	acyclic	1	3162	75.54
363	pangeblocks	A-3105	mafft.op3-ep0	weighted	3	10	61076	1892	2567	acyclic	1	2981	4.88
364	pangeblocks	V-352962	mafft.op3-ep0	weighted	3	10	1098	54	74	acyclic	1	959	87.34
365	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	3	10	8774	32	42	acyclic	1	8752	99.75
366	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	3	10	4520	29	38	acyclic	1	4499	99.54
367	pangeblocks	G-3135	mafft.op3-ep0	weighted	3	10	4211	165	220	acyclic	1	4090	97.13
368	pangeblocks	F-3134	mafft.op3-ep0	weighted	3	10	16138	85	115	acyclic	1	2186	13.55
369	pangeblocks	J-3137	mafft.op3-ep0	weighted	3	10	4020	106	142	acyclic	1	3936	97.91
370	pangeblocks	K-3138	mafft.op3-ep0	weighted	3	10	3303	326	442	acyclic	1	3069	92.92
371	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	3	10	4854	54	71	acyclic	1	3695	76.12
372	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	3	10	17130	643	879	acyclic	1	5506	32.14
373	pangeblocks	L-3139	mafft.op3-ep0	weighted	3	10	7474	243	325	acyclic	1	7229	96.72
374	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	3	10	15801	453	611	acyclic	1	11611	73.48
375	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	3	10	24737	4328	6002	acyclic	1	8141	32.91
376	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	3	10	5469	116	154	acyclic	1	5393	98.61
377	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	3	10	15081	250	333	acyclic	1	4829	32.02
378	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	5	3	8774	32	42	acyclic	1	8752	99.75
379	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	5	3	5269	178	239	acyclic	1	5112	97.02
380	pangeblocks	A-3105	mafft.op3-ep0	weighted	5	3	61077	1892	2567	acyclic	1	2981	4.88
381	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	5	3	24743	4329	6003	acyclic	1	8141	32.9
382	pangeblocks	B-3106	mafft.op3-ep0	weighted	5	3	4186	474	646	acyclic	1	3162	75.54
383	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	5	3	17130	643	879	acyclic	1	5506	32.14
384	pangeblocks	C-3107	mafft.op3-ep0	weighted	5	3	3578	498	672	acyclic	1	3205	89.58
385	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	5	3	6578	53	70	acyclic	1	6401	97.31
386	pangeblocks	E-3133	mafft.op3-ep0	weighted	5	3	4804	13	16	acyclic	1	4796	99.83
387	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	5	3	15081	250	333	acyclic	1	4829	32.02
388	pangeblocks	H-3136	mafft.op3-ep0	weighted	5	3	3422	235	315	acyclic	1	3224	94.21
389	pangeblocks	K-3138	mafft.op3-ep0	weighted	5	3	3305	326	442	acyclic	1	3069	92.86
390	pangeblocks	J-3137	mafft.op3-ep0	weighted	5	3	4020	106	142	acyclic	1	3936	97.91
391	pangeblocks	F-3134	mafft.op3-ep0	weighted	5	3	16138	85	115	acyclic	1	2186	13.55
392	pangeblocks	G-3135	mafft.op3-ep0	weighted	5	3	4211	165	220	acyclic	1	4090	97.13
393	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	5	3	4854	54	71	acyclic	1	3695	76.12
394	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	5	3	9111	2825	3900	acyclic	1	6112	67.08
395	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	5	3	17061	263	359	acyclic	1	16657	97.63
396	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	5	3	5469	116	154	acyclic	1	5393	98.61
397	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	5	3	13393	638	865	acyclic	1	12816	95.69
398	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	5	3	19503	1858	2551	acyclic	1	4527	23.21
399	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	5	3	16267	150	200	acyclic	1	16140	99.22
400	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	5	3	4520	29	38	acyclic	1	4499	99.54
401	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	5	3	15801	453	611	acyclic	1	11611	73.48
402	pangeblocks	L-3139	mafft.op3-ep0	weighted	5	3	7474	243	325	acyclic	1	7229	96.72
403	pangeblocks	V-352962	mafft.op3-ep0	weighted	5	3	1098	54	74	acyclic	1	959	87.34
404	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	5	3	14090	877	1176	acyclic	1	13383	94.98
405	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	5	10	14116	877	1176	acyclic	1	13383	94.81
406	pangeblocks	C-3107	mafft.op3-ep0	weighted	5	10	3578	498	672	acyclic	1	3205	89.58
407	pangeblocks	B-3106	mafft.op3-ep0	weighted	5	10	4186	474	646	acyclic	1	3162	75.54
408	pangeblocks	A-3105	mafft.op3-ep0	weighted	5	10	61076	1892	2567	acyclic	1	2981	4.88
409	pangeblocks	H-3136	mafft.op3-ep0	weighted	5	10	3422	235	315	acyclic	1	3224	94.21
410	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	5	10	5269	178	239	acyclic	1	5112	97.02
411	pangeblocks	E-3133	mafft.op3-ep0	weighted	5	10	4804	13	16	acyclic	1	4796	99.83
412	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	5	10	16267	150	200	acyclic	1	16140	99.22
413	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	5	10	19502	1858	2551	acyclic	1	4527	23.21
414	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	5	10	13393	638	865	acyclic	1	12816	95.69
415	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	5	10	17062	263	359	acyclic	1	16657	97.63
416	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	5	10	9101	2824	3898	acyclic	1	6112	67.16
417	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	5	10	6578	53	70	acyclic	1	6401	97.31
418	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	5	10	15801	453	611	acyclic	1	11611	73.48
419	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	5	10	15081	250	333	acyclic	1	4829	32.02
420	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	5	10	5469	116	154	acyclic	1	5393	98.61
421	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	5	10	4854	54	71	acyclic	1	3695	76.12
422	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	5	10	17130	643	879	acyclic	1	5506	32.14
423	pangeblocks	L-3139	mafft.op3-ep0	weighted	5	10	7474	243	325	acyclic	1	7229	96.72
424	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	5	10	24737	4328	6002	acyclic	1	8141	32.91
425	pangeblocks	G-3135	mafft.op3-ep0	weighted	5	10	4211	165	220	acyclic	1	4090	97.13
426	pangeblocks	F-3134	mafft.op3-ep0	weighted	5	10	16138	85	115	acyclic	1	2186	13.55
427	pangeblocks	V-352962	mafft.op3-ep0	weighted	5	10	1098	54	74	acyclic	1	959	87.34
428	pangeblocks	J-3137	mafft.op3-ep0	weighted	5	10	4020	106	142	acyclic	1	3936	97.91
429	pangeblocks	K-3138	mafft.op3-ep0	weighted	5	10	3303	326	442	acyclic	1	3069	92.92
430	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	5	10	4520	29	38	acyclic	1	4499	99.54
431	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	5	10	8774	32	42	acyclic	1	8752	99.75
432	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	7	10	13393	638	865	acyclic	1	12816	95.69
433	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	7	10	19502	1858	2551	acyclic	1	4527	23.21
434	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	7	10	16267	150	200	acyclic	1	16140	99.22
435	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	7	10	9101	2824	3898	acyclic	1	6112	67.16
436	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	7	10	5269	178	239	acyclic	1	5112	97.02
437	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	7	10	17062	263	359	acyclic	1	16657	97.63
438	pangeblocks	L-3139	mafft.op3-ep0	weighted	7	10	7474	243	325	acyclic	1	7229	96.72
439	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	7	10	15801	453	611	acyclic	1	11611	73.48
440	pangeblocks	G-3135	mafft.op3-ep0	weighted	7	10	4211	165	220	acyclic	1	4090	97.13
441	pangeblocks	F-3134	mafft.op3-ep0	weighted	7	10	16138	85	115	acyclic	1	2186	13.55
442	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	7	10	14116	877	1176	acyclic	1	13383	94.81
443	pangeblocks	K-3138	mafft.op3-ep0	weighted	7	10	3303	326	442	acyclic	1	3069	92.92
444	pangeblocks	J-3137	mafft.op3-ep0	weighted	7	10	4020	106	142	acyclic	1	3936	97.91
445	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	7	10	6578	53	70	acyclic	1	6401	97.31
446	pangeblocks	C-3107	mafft.op3-ep0	weighted	7	10	3578	498	672	acyclic	1	3205	89.58
447	pangeblocks	B-3106	mafft.op3-ep0	weighted	7	10	4186	474	646	acyclic	1	3162	75.54
448	pangeblocks	A-3105	mafft.op3-ep0	weighted	7	10	61076	1892	2567	acyclic	1	2981	4.88
449	pangeblocks	H-3136	mafft.op3-ep0	weighted	7	10	3422	235	315	acyclic	1	3224	94.21
450	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	7	10	5469	116	154	acyclic	1	5393	98.61
451	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	7	10	8774	32	42	acyclic	1	8752	99.75
452	pangeblocks	E-3133	mafft.op3-ep0	weighted	7	10	4804	13	16	acyclic	1	4796	99.83
453	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	7	10	4854	54	71	acyclic	1	3695	76.12
454	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	7	10	15081	250	333	acyclic	1	4829	32.02
455	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	7	10	4520	29	38	acyclic	1	4499	99.54
456	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	7	10	17130	643	879	acyclic	1	5506	32.14
457	pangeblocks	V-352962	mafft.op3-ep0	weighted	7	10	1098	54	74	acyclic	1	959	87.34
458	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	7	10	24737	4328	6002	acyclic	1	8141	32.91
459	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	3	5	17062	263	359	acyclic	1	16657	97.63
460	pangeblocks	V-352962	mafft.op3-ep0	weighted	3	5	1098	54	74	acyclic	1	959	87.34
461	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	3	5	9102	2824	3898	acyclic	1	6112	67.15
462	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	3	5	16267	150	200	acyclic	1	16140	99.22
463	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	3	5	13393	638	865	acyclic	1	12816	95.69
464	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	3	5	19504	1858	2551	acyclic	1	4527	23.21
465	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	3	5	4520	29	38	acyclic	1	4499	99.54
466	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	3	5	5469	116	154	acyclic	1	5393	98.61
467	pangeblocks	A-3105	mafft.op3-ep0	weighted	3	5	61076	1892	2567	acyclic	1	2981	4.88
468	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	3	5	4854	54	71	acyclic	1	3695	76.12
469	pangeblocks	B-3106	mafft.op3-ep0	weighted	3	5	4186	474	646	acyclic	1	3162	75.54
470	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	3	5	14090	877	1176	acyclic	1	13383	94.98
471	pangeblocks	C-3107	mafft.op3-ep0	weighted	3	5	3578	498	672	acyclic	1	3205	89.58
472	pangeblocks	E-3133	mafft.op3-ep0	weighted	3	5	4804	13	16	acyclic	1	4796	99.83
473	pangeblocks	H-3136	mafft.op3-ep0	weighted	3	5	3422	235	315	acyclic	1	3224	94.21
474	pangeblocks	J-3137	mafft.op3-ep0	weighted	3	5	4020	106	142	acyclic	1	3936	97.91
475	pangeblocks	K-3138	mafft.op3-ep0	weighted	3	5	3303	326	442	acyclic	1	3069	92.92
476	pangeblocks	F-3134	mafft.op3-ep0	weighted	3	5	16138	85	115	acyclic	1	2186	13.55
477	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	3	5	6578	53	70	acyclic	1	6401	97.31
478	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	3	5	15801	453	611	acyclic	1	11611	73.48
479	pangeblocks	G-3135	mafft.op3-ep0	weighted	3	5	4211	165	220	acyclic	1	4090	97.13
480	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	3	5	8774	32	42	acyclic	1	8752	99.75
481	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	3	5	15081	250	333	acyclic	1	4829	32.02
482	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	3	5	24737	4328	6002	acyclic	1	8141	32.91
483	pangeblocks	L-3139	mafft.op3-ep0	weighted	3	5	7474	243	325	acyclic	1	7229	96.72
484	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	3	5	5269	178	239	acyclic	1	5112	97.02
485	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	3	5	17130	643	879	acyclic	1	5506	32.14
