,tool,gfa_id,msa,obj_function,penalization,min_len,len_graph,n_nodes,n_edges,is_acyclic,weakly_connected_components
272,pangeblocks,DOB-3112,mafft.op1.53-ep0,strings,0,0,4854,54,71,acyclic,1
273,pangeblocks,K-3138,mafft.op1.53-ep0,strings,0,0,3299,324,440,acyclic,1
274,pangeblocks,F-3134,mafft.op1.53-ep0,strings,0,0,16127,87,117,acyclic,1
275,pangeblocks,DOA-3111,mafft.op1.53-ep0,strings,0,0,5469,116,154,acyclic,1
276,pangeblocks,G-3135,mafft.op1.53-ep0,strings,0,0,4211,165,220,acyclic,1
277,pangeblocks,MICB-4277,mafft.op1.53-ep0,strings,0,0,16707,653,891,acyclic,1
278,pangeblocks,DMA-3108,mafft.op1.53-ep0,strings,0,0,4520,29,38,acyclic,1
279,pangeblocks,L-3139,mafft.op1.53-ep0,strings,0,0,7473,242,324,acyclic,1
280,pangeblocks,DRB1-3123,mafft.op1.53-ep0,strings,0,0,20965,5511,7545,acyclic,1
281,pangeblocks,MICA-100507436,mafft.op1.53-ep0,strings,0,0,15799,453,611,acyclic,1
282,pangeblocks,DRB4-3126,mafft.op1.53-ep0,strings,0,0,15081,250,333,acyclic,1
283,pangeblocks,V-352962,mafft.op1.53-ep0,strings,0,0,1014,50,66,acyclic,1
284,pangeblocks,DRA-3122,mafft.op1.53-ep0,strings,0,0,5269,178,239,acyclic,1
285,pangeblocks,DRB3-3125,mafft.op1.53-ep0,strings,0,0,13324,621,831,acyclic,1
286,pangeblocks,DQA1-3117,mafft.op1.53-ep0,strings,0,0,19074,1948,2656,acyclic,1
287,pangeblocks,DPA1-3113,mafft.op1.53-ep0,strings,0,0,16267,150,200,acyclic,1
288,pangeblocks,DQB1-3119,mafft.op1.53-ep0,strings,0,0,8891,2881,3956,acyclic,1
289,pangeblocks,TAP2-6891,mafft.op1.53-ep0,strings,0,0,17054,263,359,acyclic,1
290,pangeblocks,E-3133,mafft.op1.53-ep0,strings,0,0,4804,13,16,acyclic,1
291,pangeblocks,H-3136,mafft.op1.53-ep0,strings,0,0,3422,235,315,acyclic,1
292,pangeblocks,DMB-3109,mafft.op1.53-ep0,strings,0,0,6567,70,93,acyclic,1
293,pangeblocks,A-3105,mafft.op1.53-ep0,strings,0,0,60963,1913,2590,acyclic,1
294,pangeblocks,DPB1-3115,mafft.op1.53-ep0,strings,0,0,14089,877,1176,acyclic,1
295,pangeblocks,B-3106,mafft.op1.53-ep0,strings,0,0,4176,477,649,acyclic,1
296,pangeblocks,C-3107,mafft.op1.53-ep0,strings,0,0,3564,503,677,acyclic,1
297,pangeblocks,B-3106,mafft.op3-ep0,weighted,3,3,4186,474,646,acyclic,1
298,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,3,3,15801,453,611,acyclic,1
299,pangeblocks,C-3107,mafft.op3-ep0,weighted,3,3,3578,498,672,acyclic,1
300,pangeblocks,A-3105,mafft.op3-ep0,weighted,3,3,61077,1892,2567,acyclic,1
301,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,3,3,15081,250,333,acyclic,1
302,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,3,3,5269,178,239,acyclic,1
303,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,3,3,24743,4329,6003,acyclic,1
304,pangeblocks,H-3136,mafft.op3-ep0,weighted,3,3,3422,235,315,acyclic,1
305,pangeblocks,E-3133,mafft.op3-ep0,weighted,3,3,4804,13,16,acyclic,1
306,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,3,3,17130,643,879,acyclic,1
307,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,3,3,8774,32,42,acyclic,1
308,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,3,3,6578,53,70,acyclic,1
309,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,3,3,14090,877,1176,acyclic,1
310,pangeblocks,L-3139,mafft.op3-ep0,weighted,3,3,7474,243,325,acyclic,1
311,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,3,3,5469,116,154,acyclic,1
312,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,3,3,4854,54,71,acyclic,1
313,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,3,3,17061,263,359,acyclic,1
314,pangeblocks,F-3134,mafft.op3-ep0,weighted,3,3,16138,85,115,acyclic,1
315,pangeblocks,G-3135,mafft.op3-ep0,weighted,3,3,4211,165,220,acyclic,1
316,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,3,3,9101,2824,3898,acyclic,1
317,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,3,3,16267,150,200,acyclic,1
318,pangeblocks,K-3138,mafft.op3-ep0,weighted,3,3,3305,326,442,acyclic,1
319,pangeblocks,J-3137,mafft.op3-ep0,weighted,3,3,4020,106,142,acyclic,1
320,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,3,3,4520,29,38,acyclic,1
321,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,3,3,13393,638,865,acyclic,1
322,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,3,3,19503,1858,2551,acyclic,1
323,pangeblocks,V-352962,mafft.op3-ep0,weighted,3,3,1098,54,74,acyclic,1
324,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,7,5,17130,643,879,acyclic,1
325,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,7,5,24737,4328,6002,acyclic,1
326,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,7,5,15081,250,333,acyclic,1
327,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,7,5,6578,53,70,acyclic,1
328,pangeblocks,H-3136,mafft.op3-ep0,weighted,7,5,3422,235,315,acyclic,1
329,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,7,5,8774,32,42,acyclic,1
330,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,7,5,5269,178,239,acyclic,1
331,pangeblocks,E-3133,mafft.op3-ep0,weighted,7,5,4804,13,16,acyclic,1
332,pangeblocks,C-3107,mafft.op3-ep0,weighted,7,5,3578,498,672,acyclic,1
333,pangeblocks,B-3106,mafft.op3-ep0,weighted,7,5,4186,474,646,acyclic,1
334,pangeblocks,A-3105,mafft.op3-ep0,weighted,7,5,61076,1892,2567,acyclic,1
335,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,7,5,4520,29,38,acyclic,1
336,pangeblocks,G-3135,mafft.op3-ep0,weighted,7,5,4211,165,220,acyclic,1
337,pangeblocks,V-352962,mafft.op3-ep0,weighted,7,5,1098,54,74,acyclic,1
338,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,7,5,14090,877,1176,acyclic,1
339,pangeblocks,F-3134,mafft.op3-ep0,weighted,7,5,16138,85,115,acyclic,1
340,pangeblocks,J-3137,mafft.op3-ep0,weighted,7,5,4020,106,142,acyclic,1
341,pangeblocks,K-3138,mafft.op3-ep0,weighted,7,5,3303,326,442,acyclic,1
342,pangeblocks,L-3139,mafft.op3-ep0,weighted,7,5,7474,243,325,acyclic,1
343,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,7,5,15801,453,611,acyclic,1
344,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,7,5,13393,638,865,acyclic,1
345,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,7,5,19504,1858,2551,acyclic,1
346,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,7,5,5469,116,154,acyclic,1
347,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,7,5,16267,150,200,acyclic,1
348,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,7,5,9112,2825,3900,acyclic,1
349,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,7,5,4854,54,71,acyclic,1
350,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,7,5,17062,263,359,acyclic,1
351,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,3,10,6578,53,70,acyclic,1
352,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,3,10,16267,150,200,acyclic,1
353,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,3,10,13393,638,865,acyclic,1
354,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,3,10,19502,1858,2551,acyclic,1
355,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,3,10,17062,263,359,acyclic,1
356,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,3,10,9101,2824,3898,acyclic,1
357,pangeblocks,H-3136,mafft.op3-ep0,weighted,3,10,3422,235,315,acyclic,1
358,pangeblocks,E-3133,mafft.op3-ep0,weighted,3,10,4804,13,16,acyclic,1
359,pangeblocks,C-3107,mafft.op3-ep0,weighted,3,10,3578,498,672,acyclic,1
360,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,3,10,5269,178,239,acyclic,1
361,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,3,10,14116,877,1176,acyclic,1
362,pangeblocks,B-3106,mafft.op3-ep0,weighted,3,10,4186,474,646,acyclic,1
363,pangeblocks,A-3105,mafft.op3-ep0,weighted,3,10,61076,1892,2567,acyclic,1
364,pangeblocks,V-352962,mafft.op3-ep0,weighted,3,10,1098,54,74,acyclic,1
365,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,3,10,8774,32,42,acyclic,1
366,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,3,10,4520,29,38,acyclic,1
367,pangeblocks,G-3135,mafft.op3-ep0,weighted,3,10,4211,165,220,acyclic,1
368,pangeblocks,F-3134,mafft.op3-ep0,weighted,3,10,16138,85,115,acyclic,1
369,pangeblocks,J-3137,mafft.op3-ep0,weighted,3,10,4020,106,142,acyclic,1
370,pangeblocks,K-3138,mafft.op3-ep0,weighted,3,10,3303,326,442,acyclic,1
371,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,3,10,4854,54,71,acyclic,1
372,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,3,10,17130,643,879,acyclic,1
373,pangeblocks,L-3139,mafft.op3-ep0,weighted,3,10,7474,243,325,acyclic,1
374,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,3,10,15801,453,611,acyclic,1
375,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,3,10,24737,4328,6002,acyclic,1
376,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,3,10,5469,116,154,acyclic,1
377,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,3,10,15081,250,333,acyclic,1
378,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,5,3,8774,32,42,acyclic,1
379,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,5,3,5269,178,239,acyclic,1
380,pangeblocks,A-3105,mafft.op3-ep0,weighted,5,3,61077,1892,2567,acyclic,1
381,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,5,3,24743,4329,6003,acyclic,1
382,pangeblocks,B-3106,mafft.op3-ep0,weighted,5,3,4186,474,646,acyclic,1
383,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,5,3,17130,643,879,acyclic,1
384,pangeblocks,C-3107,mafft.op3-ep0,weighted,5,3,3578,498,672,acyclic,1
385,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,5,3,6578,53,70,acyclic,1
386,pangeblocks,E-3133,mafft.op3-ep0,weighted,5,3,4804,13,16,acyclic,1
387,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,5,3,15081,250,333,acyclic,1
388,pangeblocks,H-3136,mafft.op3-ep0,weighted,5,3,3422,235,315,acyclic,1
389,pangeblocks,K-3138,mafft.op3-ep0,weighted,5,3,3305,326,442,acyclic,1
390,pangeblocks,J-3137,mafft.op3-ep0,weighted,5,3,4020,106,142,acyclic,1
391,pangeblocks,F-3134,mafft.op3-ep0,weighted,5,3,16138,85,115,acyclic,1
392,pangeblocks,G-3135,mafft.op3-ep0,weighted,5,3,4211,165,220,acyclic,1
393,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,5,3,4854,54,71,acyclic,1
394,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,5,3,9111,2825,3900,acyclic,1
395,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,5,3,17061,263,359,acyclic,1
396,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,5,3,5469,116,154,acyclic,1
397,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,5,3,13393,638,865,acyclic,1
398,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,5,3,19503,1858,2551,acyclic,1
399,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,5,3,16267,150,200,acyclic,1
400,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,5,3,4520,29,38,acyclic,1
401,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,5,3,15801,453,611,acyclic,1
402,pangeblocks,L-3139,mafft.op3-ep0,weighted,5,3,7474,243,325,acyclic,1
403,pangeblocks,V-352962,mafft.op3-ep0,weighted,5,3,1098,54,74,acyclic,1
404,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,5,3,14090,877,1176,acyclic,1
405,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,5,10,14116,877,1176,acyclic,1
406,pangeblocks,C-3107,mafft.op3-ep0,weighted,5,10,3578,498,672,acyclic,1
407,pangeblocks,B-3106,mafft.op3-ep0,weighted,5,10,4186,474,646,acyclic,1
408,pangeblocks,A-3105,mafft.op3-ep0,weighted,5,10,61076,1892,2567,acyclic,1
409,pangeblocks,H-3136,mafft.op3-ep0,weighted,5,10,3422,235,315,acyclic,1
410,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,5,10,5269,178,239,acyclic,1
411,pangeblocks,E-3133,mafft.op3-ep0,weighted,5,10,4804,13,16,acyclic,1
412,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,5,10,16267,150,200,acyclic,1
413,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,5,10,19502,1858,2551,acyclic,1
414,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,5,10,13393,638,865,acyclic,1
415,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,5,10,17062,263,359,acyclic,1
416,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,5,10,9101,2824,3898,acyclic,1
417,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,5,10,6578,53,70,acyclic,1
418,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,5,10,15801,453,611,acyclic,1
419,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,5,10,15081,250,333,acyclic,1
420,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,5,10,5469,116,154,acyclic,1
421,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,5,10,4854,54,71,acyclic,1
422,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,5,10,17130,643,879,acyclic,1
423,pangeblocks,L-3139,mafft.op3-ep0,weighted,5,10,7474,243,325,acyclic,1
424,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,5,10,24737,4328,6002,acyclic,1
425,pangeblocks,G-3135,mafft.op3-ep0,weighted,5,10,4211,165,220,acyclic,1
426,pangeblocks,F-3134,mafft.op3-ep0,weighted,5,10,16138,85,115,acyclic,1
427,pangeblocks,V-352962,mafft.op3-ep0,weighted,5,10,1098,54,74,acyclic,1
428,pangeblocks,J-3137,mafft.op3-ep0,weighted,5,10,4020,106,142,acyclic,1
429,pangeblocks,K-3138,mafft.op3-ep0,weighted,5,10,3303,326,442,acyclic,1
430,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,5,10,4520,29,38,acyclic,1
431,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,5,10,8774,32,42,acyclic,1
432,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,7,10,13393,638,865,acyclic,1
433,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,7,10,19502,1858,2551,acyclic,1
434,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,7,10,16267,150,200,acyclic,1
435,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,7,10,9101,2824,3898,acyclic,1
436,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,7,10,5269,178,239,acyclic,1
437,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,7,10,17062,263,359,acyclic,1
438,pangeblocks,L-3139,mafft.op3-ep0,weighted,7,10,7474,243,325,acyclic,1
439,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,7,10,15801,453,611,acyclic,1
440,pangeblocks,G-3135,mafft.op3-ep0,weighted,7,10,4211,165,220,acyclic,1
441,pangeblocks,F-3134,mafft.op3-ep0,weighted,7,10,16138,85,115,acyclic,1
442,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,7,10,14116,877,1176,acyclic,1
443,pangeblocks,K-3138,mafft.op3-ep0,weighted,7,10,3303,326,442,acyclic,1
444,pangeblocks,J-3137,mafft.op3-ep0,weighted,7,10,4020,106,142,acyclic,1
445,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,7,10,6578,53,70,acyclic,1
446,pangeblocks,C-3107,mafft.op3-ep0,weighted,7,10,3578,498,672,acyclic,1
447,pangeblocks,B-3106,mafft.op3-ep0,weighted,7,10,4186,474,646,acyclic,1
448,pangeblocks,A-3105,mafft.op3-ep0,weighted,7,10,61076,1892,2567,acyclic,1
449,pangeblocks,H-3136,mafft.op3-ep0,weighted,7,10,3422,235,315,acyclic,1
450,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,7,10,5469,116,154,acyclic,1
451,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,7,10,8774,32,42,acyclic,1
452,pangeblocks,E-3133,mafft.op3-ep0,weighted,7,10,4804,13,16,acyclic,1
453,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,7,10,4854,54,71,acyclic,1
454,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,7,10,15081,250,333,acyclic,1
455,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,7,10,4520,29,38,acyclic,1
456,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,7,10,17130,643,879,acyclic,1
457,pangeblocks,V-352962,mafft.op3-ep0,weighted,7,10,1098,54,74,acyclic,1
458,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,7,10,24737,4328,6002,acyclic,1
459,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,3,5,17062,263,359,acyclic,1
460,pangeblocks,V-352962,mafft.op3-ep0,weighted,3,5,1098,54,74,acyclic,1
461,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,3,5,9102,2824,3898,acyclic,1
462,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,3,5,16267,150,200,acyclic,1
463,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,3,5,13393,638,865,acyclic,1
464,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,3,5,19504,1858,2551,acyclic,1
465,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,3,5,4520,29,38,acyclic,1
466,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,3,5,5469,116,154,acyclic,1
467,pangeblocks,A-3105,mafft.op3-ep0,weighted,3,5,61076,1892,2567,acyclic,1
468,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,3,5,4854,54,71,acyclic,1
469,pangeblocks,B-3106,mafft.op3-ep0,weighted,3,5,4186,474,646,acyclic,1
470,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,3,5,14090,877,1176,acyclic,1
471,pangeblocks,C-3107,mafft.op3-ep0,weighted,3,5,3578,498,672,acyclic,1
472,pangeblocks,E-3133,mafft.op3-ep0,weighted,3,5,4804,13,16,acyclic,1
473,pangeblocks,H-3136,mafft.op3-ep0,weighted,3,5,3422,235,315,acyclic,1
474,pangeblocks,J-3137,mafft.op3-ep0,weighted,3,5,4020,106,142,acyclic,1
475,pangeblocks,K-3138,mafft.op3-ep0,weighted,3,5,3303,326,442,acyclic,1
476,pangeblocks,F-3134,mafft.op3-ep0,weighted,3,5,16138,85,115,acyclic,1
477,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,3,5,6578,53,70,acyclic,1
478,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,3,5,15801,453,611,acyclic,1
479,pangeblocks,G-3135,mafft.op3-ep0,weighted,3,5,4211,165,220,acyclic,1
480,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,3,5,8774,32,42,acyclic,1
481,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,3,5,15081,250,333,acyclic,1
482,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,3,5,24737,4328,6002,acyclic,1
483,pangeblocks,L-3139,mafft.op3-ep0,weighted,3,5,7474,243,325,acyclic,1
484,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,3,5,5269,178,239,acyclic,1
485,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,3,5,17130,643,879,acyclic,1
486,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,7,3,14090,877,1176,acyclic,1
487,pangeblocks,L-3139,mafft.op3-ep0,weighted,7,3,7474,243,325,acyclic,1
488,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,7,3,6578,53,70,acyclic,1
489,pangeblocks,G-3135,mafft.op3-ep0,weighted,7,3,4211,165,220,acyclic,1
490,pangeblocks,F-3134,mafft.op3-ep0,weighted,7,3,16138,85,115,acyclic,1
491,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,7,3,5269,178,239,acyclic,1
492,pangeblocks,J-3137,mafft.op3-ep0,weighted,7,3,4020,106,142,acyclic,1
493,pangeblocks,K-3138,mafft.op3-ep0,weighted,7,3,3305,326,442,acyclic,1
494,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,7,3,16267,150,200,acyclic,1
495,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,7,3,19503,1858,2551,acyclic,1
496,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,7,3,13393,638,865,acyclic,1
497,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,7,3,17061,263,359,acyclic,1
498,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,7,3,9111,2825,3900,acyclic,1
499,pangeblocks,C-3107,mafft.op3-ep0,weighted,7,3,3578,498,672,acyclic,1
500,pangeblocks,B-3106,mafft.op3-ep0,weighted,7,3,4186,474,646,acyclic,1
501,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,7,3,17130,643,879,acyclic,1
502,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,7,3,24743,4329,6003,acyclic,1
503,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,7,3,4520,29,38,acyclic,1
504,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,7,3,15801,453,611,acyclic,1
505,pangeblocks,A-3105,mafft.op3-ep0,weighted,7,3,61077,1892,2567,acyclic,1
506,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,7,3,15081,250,333,acyclic,1
507,pangeblocks,H-3136,mafft.op3-ep0,weighted,7,3,3422,235,315,acyclic,1
508,pangeblocks,V-352962,mafft.op3-ep0,weighted,7,3,1098,54,74,acyclic,1
509,pangeblocks,E-3133,mafft.op3-ep0,weighted,7,3,4804,13,16,acyclic,1
510,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,7,3,8774,32,42,acyclic,1
511,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,7,3,5469,116,154,acyclic,1
512,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,7,3,4854,54,71,acyclic,1
513,pangeblocks,DQA1-3117,mafft.op3-ep0,weighted,5,5,19504,1858,2551,acyclic,1
514,pangeblocks,DRB3-3125,mafft.op3-ep0,weighted,5,5,13393,638,865,acyclic,1
515,pangeblocks,DMB-3109,mafft.op3-ep0,weighted,5,5,6578,53,70,acyclic,1
516,pangeblocks,A-3105,mafft.op3-ep0,weighted,5,5,61076,1892,2567,acyclic,1
517,pangeblocks,DPA1-3113,mafft.op3-ep0,weighted,5,5,16267,150,200,acyclic,1
518,pangeblocks,DQB1-3119,mafft.op3-ep0,weighted,5,5,9112,2825,3900,acyclic,1
519,pangeblocks,C-3107,mafft.op3-ep0,weighted,5,5,3578,498,672,acyclic,1
520,pangeblocks,TAP2-6891,mafft.op3-ep0,weighted,5,5,17062,263,359,acyclic,1
521,pangeblocks,B-3106,mafft.op3-ep0,weighted,5,5,4186,474,646,acyclic,1
522,pangeblocks,E-3133,mafft.op3-ep0,weighted,5,5,4804,13,16,acyclic,1
523,pangeblocks,H-3136,mafft.op3-ep0,weighted,5,5,3422,235,315,acyclic,1
524,pangeblocks,DPB1-3115,mafft.op3-ep0,weighted,5,5,14090,877,1176,acyclic,1
525,pangeblocks,DRA-3122,mafft.op3-ep0,weighted,5,5,5269,178,239,acyclic,1
526,pangeblocks,V-352962,mafft.op3-ep0,weighted,5,5,1098,54,74,acyclic,1
527,pangeblocks,MICA-100507436,mafft.op3-ep0,weighted,5,5,15801,453,611,acyclic,1
528,pangeblocks,DMA-3108,mafft.op3-ep0,weighted,5,5,4520,29,38,acyclic,1
529,pangeblocks,TAP1-6890,mafft.op3-ep0,weighted,5,5,8774,32,42,acyclic,1
530,pangeblocks,L-3139,mafft.op3-ep0,weighted,5,5,7474,243,325,acyclic,1
531,pangeblocks,DOB-3112,mafft.op3-ep0,weighted,5,5,4854,54,71,acyclic,1
532,pangeblocks,J-3137,mafft.op3-ep0,weighted,5,5,4020,106,142,acyclic,1
533,pangeblocks,DRB4-3126,mafft.op3-ep0,weighted,5,5,15081,250,333,acyclic,1
534,pangeblocks,K-3138,mafft.op3-ep0,weighted,5,5,3303,326,442,acyclic,1
535,pangeblocks,G-3135,mafft.op3-ep0,weighted,5,5,4211,165,220,acyclic,1
536,pangeblocks,DOA-3111,mafft.op3-ep0,weighted,5,5,5469,116,154,acyclic,1
537,pangeblocks,F-3134,mafft.op3-ep0,weighted,5,5,16138,85,115,acyclic,1
538,pangeblocks,MICB-4277,mafft.op3-ep0,weighted,5,5,17130,643,879,acyclic,1
539,pangeblocks,DRB1-3123,mafft.op3-ep0,weighted,5,5,24737,4328,6002,acyclic,1
540,pangeblocks,L-3139,mafft.op3-ep0,nodes,0,0,7474,243,325,acyclic,1
541,pangeblocks,DRA-3122,mafft.op3-ep0,nodes,0,0,5269,178,239,acyclic,1
542,pangeblocks,DPA1-3113,mafft.op3-ep0,nodes,0,0,16267,150,200,acyclic,1
543,pangeblocks,DQA1-3117,mafft.op3-ep0,nodes,0,0,19502,1858,2551,acyclic,1
544,pangeblocks,DRB3-3125,mafft.op3-ep0,nodes,0,0,13393,638,865,acyclic,1
545,pangeblocks,TAP2-6891,mafft.op3-ep0,nodes,0,0,17062,263,359,acyclic,1
546,pangeblocks,DQB1-3119,mafft.op3-ep0,nodes,0,0,9102,2824,3898,acyclic,1
547,pangeblocks,DPB1-3115,mafft.op3-ep0,nodes,0,0,14090,877,1176,acyclic,1
548,pangeblocks,F-3134,mafft.op3-ep0,nodes,0,0,16138,85,115,acyclic,1
549,pangeblocks,G-3135,mafft.op3-ep0,nodes,0,0,4211,165,220,acyclic,1
550,pangeblocks,J-3137,mafft.op3-ep0,nodes,0,0,4020,106,142,acyclic,1
551,pangeblocks,K-3138,mafft.op3-ep0,nodes,0,0,3303,326,442,acyclic,1
552,pangeblocks,DMB-3109,mafft.op3-ep0,nodes,0,0,6578,53,70,acyclic,1
553,pangeblocks,H-3136,mafft.op3-ep0,nodes,0,0,3422,235,315,acyclic,1
554,pangeblocks,E-3133,mafft.op3-ep0,nodes,0,0,4804,13,16,acyclic,1
555,pangeblocks,TAP1-6890,mafft.op3-ep0,nodes,0,0,8774,32,42,acyclic,1
