,tool,seqid,in_gfa,gfa_id,path_seqs,path_gfa
1431,pangeblocks,2,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1432,pangeblocks,3,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1433,pangeblocks,4,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1434,pangeblocks,5,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1435,pangeblocks,6,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1436,pangeblocks,7,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1437,pangeblocks,8,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1438,pangeblocks,9,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1439,pangeblocks,10,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1440,pangeblocks,11,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1441,pangeblocks,12,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1442,pangeblocks,13,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1443,pangeblocks,14,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1444,pangeblocks,15,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1445,pangeblocks,16,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1446,pangeblocks,17,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1447,pangeblocks,18,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1448,pangeblocks,19,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1449,pangeblocks,20,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1450,pangeblocks,21,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1451,pangeblocks,22,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1452,pangeblocks,23,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1453,pangeblocks,24,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1454,pangeblocks,25,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1455,pangeblocks,26,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1456,pangeblocks,27,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1457,pangeblocks,28,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1458,pangeblocks,29,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1459,pangeblocks,30,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1460,pangeblocks,31,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1461,pangeblocks,32,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1462,pangeblocks,33,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1463,pangeblocks,34,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1464,pangeblocks,35,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1465,pangeblocks,36,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1466,pangeblocks,37,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1467,pangeblocks,38,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1468,pangeblocks,39,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1469,pangeblocks,40,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1470,pangeblocks,41,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1471,pangeblocks,42,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1472,pangeblocks,43,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1473,pangeblocks,44,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1474,pangeblocks,45,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1475,pangeblocks,46,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1476,pangeblocks,47,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1477,pangeblocks,48,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1478,pangeblocks,49,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1479,pangeblocks,50,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-simu.fasta.gfa
1480,pangeblocks,1,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1481,pangeblocks,2,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1482,pangeblocks,3,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1483,pangeblocks,4,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1484,pangeblocks,5,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1485,pangeblocks,6,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1486,pangeblocks,7,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1487,pangeblocks,8,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1488,pangeblocks,9,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1489,pangeblocks,10,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1490,pangeblocks,11,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/slpa-basis.fasta.gfa
1491,pangeblocks,1:2132112-2135472+Escherichia_coli_536.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1492,pangeblocks,2:2324873-2328233+Escherichia_coli_55989.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1493,pangeblocks,3:2182648-2186008+Escherichia_coli_APEC_O1.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1494,pangeblocks,4:1798168-1801528-Escherichia_coli_ATCC_8739.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1495,pangeblocks,5:1746799-1750159-Escherichia_coli_BL21_DE3.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1496,pangeblocks,6:2023848-2027208+Escherichia_coli_B_str_REL606.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1497,pangeblocks,7:1984353-1987713+Escherichia_coli_BW2952.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1498,pangeblocks,8:2381903-2385263+Escherichia_coli_CFT073.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1499,pangeblocks,9:2212295-2215655+Escherichia_coli_E2348_69.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1500,pangeblocks,10:2276509-2279869+Escherichia_coli_E24377A.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1501,pangeblocks,11:2303357-2306717+Escherichia_coli_ED1a.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1502,pangeblocks,12:2139701-2143061+Escherichia_coli_HS.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1503,pangeblocks,13:2144063-2147423+Escherichia_coli_IAI1.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1504,pangeblocks,14:2504450-2507810+Escherichia_coli_O103H2_str_12009.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1505,pangeblocks,15:2672148-2675508+Escherichia_coli_O111H-_str_11128.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1506,pangeblocks,16:2730746-2734106+Escherichia_coli_O157_H7_EC4115.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1507,pangeblocks,17:2836124-2839484+Escherichia_coli_O157H7_EDL933.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1508,pangeblocks,18:2765911-2769271+Escherichia_coli_O157H7_str_Sakai.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1509,pangeblocks,19:2729727-2733087+Escherichia_coli_O157H7_str_TW14359.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1510,pangeblocks,20:2847670-2851030+Escherichia_coli_O26H11_str_11368.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1511,pangeblocks,21:2546017-2549377+Escherichia_coli_O55H7_str_CB9615_chromosome.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1512,pangeblocks,22:2093881-2097241+Escherichia_coli_S88.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1513,pangeblocks,23:2347922-2351282+Escherichia_coli_SE11.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1514,pangeblocks,24:2182878-2186238+Escherichia_coli_str_K-12_substr_DH10B.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1515,pangeblocks,25:2091870-2095230+Escherichia_coli_str_K-12_substr_MG1655.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1516,pangeblocks,26:2095983-2099343+Escherichia_coli_str_K-12_substr_W3110.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1517,pangeblocks,27:2232253-2235613+Escherichia_coli_UTI89.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len10/coli27-86.fasta.gfa
1518,pangeblocks,1,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1519,pangeblocks,2,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1520,pangeblocks,3,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1521,pangeblocks,4,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1522,pangeblocks,5,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1523,pangeblocks,6,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1524,pangeblocks,7,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1525,pangeblocks,8,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1526,pangeblocks,9,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1527,pangeblocks,10,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1528,pangeblocks,11,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1529,pangeblocks,12,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1530,pangeblocks,13,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1531,pangeblocks,14,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1532,pangeblocks,15,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1533,pangeblocks,16,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1534,pangeblocks,17,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1535,pangeblocks,18,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1536,pangeblocks,19,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1537,pangeblocks,20,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1538,pangeblocks,21,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1539,pangeblocks,22,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1540,pangeblocks,23,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1541,pangeblocks,24,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1542,pangeblocks,25,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1543,pangeblocks,26,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1544,pangeblocks,27,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1545,pangeblocks,28,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1546,pangeblocks,29,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1547,pangeblocks,30,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1548,pangeblocks,31,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1549,pangeblocks,32,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1550,pangeblocks,33,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1551,pangeblocks,34,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1552,pangeblocks,35,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1553,pangeblocks,36,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1554,pangeblocks,37,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1555,pangeblocks,38,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
1556,pangeblocks,39,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pangeblocks/output-didelot-mafft.op5-ep0/gfa-unchop/weighted/penalization3-min_len5/slpa-simu.fasta.gfa
